epoch,accuracy,auc,fn,fp,loss,prc,precision,recall,tn,tp,val_accuracy,val_auc,val_fn,val_fp,val_loss,val_prc,val_precision,val_recall,val_tn,val_tp
38,0.8464672565460205,0.9115512371063232,22480.0,40606.0,0.3736802339553833,0.8414103984832764,0.6925767660140991,0.8027360439300537,256331.0,91479.0,0.8471176028251648,0.9090946316719055,2593.0,4387.0,0.36710116267204285,0.8384875655174255,0.6944347620010376,0.7936002612113953,28706.0,9970.0
39,0.8471559882164001,0.9115048050880432,22382.0,40421.0,0.37368321418762207,0.8411155939102173,0.6937756538391113,0.803596019744873,256516.0,91577.0,0.8283905982971191,0.9086372256278992,2152.0,5683.0,0.39848271012306213,0.8376155495643616,0.6468870639801025,0.8287033438682556,27410.0,10411.0
40,0.8462652564048767,0.911253035068512,22377.0,40792.0,0.37422338128089905,0.8409508466720581,0.691842794418335,0.8036398887634277,256145.0,91582.0,0.8566891551017761,0.9091843366622925,2840.0,3703.0,0.3507664203643799,0.8370259404182434,0.7241918444633484,0.7739393711090088,29390.0,9723.0
41,0.8473384976387024,0.9118300080299377,22345.0,40383.0,0.3730488419532776,0.8415856957435608,0.6940612196922302,0.8039206862449646,256554.0,91614.0,0.8537103533744812,0.9089103937149048,2783.0,3896.0,0.3526875376701355,0.8378164768218994,0.7151213884353638,0.7784764766693115,29197.0,9780.0
42,0.8477157354354858,0.9119967818260193,22317.0,40256.0,0.37264546751976013,0.8422978520393372,0.6947944760322571,0.8041664361953735,256681.0,91642.0,0.8509944081306458,0.90940260887146,2654.0,4149.0,0.3608004152774811,0.8381602168083191,0.704865574836731,0.7887447476387024,28944.0,9909.0
43,0.8470780849456787,0.9117522239685059,22319.0,40516.0,0.37319567799568176,0.8416429758071899,0.6934229135513306,0.8041488528251648,256421.0,91640.0,0.8341291546821594,0.9088481068611145,2244.0,5329.0,0.3926398456096649,0.8354218602180481,0.6594452857971191,0.8213802576065063,27764.0,10319.0
44,0.8475843071937561,0.9121374487876892,22429.0,40198.0,0.3725106716156006,0.8419986367225647,0.6948409080505371,0.8031836152076721,256739.0,91530.0,0.8520019054412842,0.9086111783981323,2740.0,4017.0,0.3586544096469879,0.835748553276062,0.7097543478012085,0.7818992137908936,29076.0,9823.0
45,0.8477717041969299,0.9122641682624817,22252.0,40298.0,0.3720632791519165,0.8426030278205872,0.6947236657142639,0.8047367930412292,256639.0,91707.0,0.848541259765625,0.9090151786804199,2603.0,4312.0,0.36666080355644226,0.8385422825813293,0.6978699564933777,0.7928042411804199,28781.0,9960.0
46,0.8480710387229919,0.9122755527496338,22304.0,40123.0,0.3721987009048462,0.8425161838531494,0.6955258250236511,0.8042804598808289,256814.0,91655.0,0.8407219052314758,0.9072586894035339,2476.0,4796.0,0.3791702687740326,0.834933876991272,0.6777531504631042,0.8029133081436157,28297.0,10087.0
47,0.8480783700942993,0.9124577045440674,22304.0,40120.0,0.37181541323661804,0.8430584073066711,0.6955416202545166,0.8042804598808289,256817.0,91655.0,0.8637856841087341,0.9089534878730774,3261.0,2958.0,0.333329975605011,0.8376407623291016,0.7587275505065918,0.7404282689094543,30135.0,9302.0
48,0.8479152917861938,0.9125092625617981,22250.0,40241.0,0.3715755045413971,0.8429409265518188,0.6950284242630005,0.8047543168067932,256696.0,91709.0,0.8293980956077576,0.9081060886383057,2164.0,5625.0,0.40077459812164307,0.8369592428207397,0.6489640474319458,0.8277481198310852,27468.0,10399.0
49,0.8482584357261658,0.912929892539978,22195.0,40155.0,0.37089818716049194,0.8433082103729248,0.6956086754798889,0.8052369952201843,256782.0,91764.0,0.8442482948303223,0.9075996279716492,2515.0,4596.0,0.3719952702522278,0.8356845378875732,0.6861513257026672,0.7998089790344238,28497.0,10048.0
50,0.8482730388641357,0.912860631942749,22277.0,40067.0,0.37083306908607483,0.8437085151672363,0.6958838105201721,0.804517388343811,256870.0,91682.0,0.8543455600738525,0.9103971719741821,2715.0,3935.0,0.3546364903450012,0.840133011341095,0.7145033478736877,0.7838891744613647,29158.0,9848.0
51,0.8490152955055237,0.9128849506378174,22270.0,39769.0,0.3708401918411255,0.8437132835388184,0.6974775195121765,0.8045788407325745,257168.0,91689.0,0.840919017791748,0.9102675318717957,2330.0,4933.0,0.3794456124305725,0.8390703797340393,0.6747329831123352,0.8145347237586975,28160.0,10233.0
52,0.8481854200363159,0.912839949131012,22236.0,40144.0,0.3710264563560486,0.8433597087860107,0.6955720782279968,0.8048772215843201,256793.0,91723.0,0.8345453143119812,0.9097703695297241,2254.0,5300.0,0.38812562823295593,0.8384429812431335,0.6604523062705994,0.820584237575531,27793.0,10309.0
53,0.8474041819572449,0.9121922850608826,22307.0,40394.0,0.3723759651184082,0.8423985242843628,0.6940914392471313,0.8042541742324829,256543.0,91652.0,0.8498335480690002,0.908769965171814,2667.0,4189.0,0.3611944317817688,0.8382421731948853,0.7025914192199707,0.7877099514007568,28904.0,9896.0
54,0.8484604358673096,0.9129481315612793,22135.0,40132.0,0.3708151578903198,0.8434634208679199,0.6958683133125305,0.8057634830474854,256805.0,91824.0,0.8356404304504395,0.9097837209701538,2256.0,5248.0,0.38842883706092834,0.8397225141525269,0.6626165509223938,0.8204250335693359,27845.0,10307.0
55,0.8482730388641357,0.913155198097229,22104.0,40240.0,0.3703112006187439,0.843897819519043,0.6953707337379456,0.8060355186462402,256697.0,91855.0,0.8568862676620483,0.9104659557342529,2840.0,3694.0,0.3480309844017029,0.8403410315513611,0.7246776223182678,0.7739393711090088,29399.0,9723.0
56,0.848723292350769,0.9131832122802734,22146.0,40013.0,0.37025487422943115,0.8438493013381958,0.696471095085144,0.8056669235229492,256924.0,91813.0,0.8471176028251648,0.9103842377662659,2474.0,4506.0,0.3683864176273346,0.8396812081336975,0.6912641525268555,0.8030725121498108,28587.0,10089.0
57,0.8490688800811768,0.9132800698280334,22131.0,39886.0,0.37001490592956543,0.8441406488418579,0.6971772313117981,0.8057985901832581,257051.0,91828.0,0.8384439945220947,0.9104958772659302,2293.0,5083.0,0.38211897015571594,0.8388999700546265,0.6689246296882629,0.8174799084663391,28010.0,10270.0
58,0.8485602140426636,0.9133524298667908,22228.0,39998.0,0.3699353039264679,0.8442627787590027,0.6963614821434021,0.8049473762512207,256939.0,91731.0,0.8565139174461365,0.9092669486999512,2836.0,3715.0,0.34986481070518494,0.8381053805351257,0.7236274480819702,0.7742577195167542,29378.0,9727.0
59,0.8483923077583313,0.9135834574699402,22091.0,40204.0,0.3694761097431183,0.8446815013885498,0.6955902576446533,0.8061496019363403,256733.0,91868.0,0.8277115821838379,0.90973961353302,2128.0,5738.0,0.3991129398345947,0.837146520614624,0.6452111601829529,0.8306137323379517,27355.0,10435.0
60,0.8490104675292969,0.9137388467788696,22144.0,39897.0,0.36917823553085327,0.8451058864593506,0.6970890760421753,0.805684506893158,257040.0,91815.0,0.84560626745224,0.9100553393363953,2489.0,4560.0,0.3701903820037842,0.8391551375389099,0.6883968710899353,0.8018785119056702,28533.0,10074.0
61,0.849137008190155,0.9140291213989258,22014.0,39975.0,0.3685815632343292,0.8452663421630859,0.6969754099845886,0.8068252801895142,256962.0,91945.0,0.8464604616165161,0.9099596738815308,2547.0,4463.0,0.36554738879203796,0.8401354551315308,0.6917604804039001,0.7972617745399475,28630.0,10016.0
62,0.8491442799568176,0.9139102101325989,22019.0,39967.0,0.3687874376773834,0.8454190492630005,0.6970062255859375,0.8067814111709595,256970.0,91940.0,0.8584632873535156,0.9105731844902039,2949.0,3513.0,0.3421444892883301,0.8400558233261108,0.7323836088180542,0.7652630805969238,29580.0,9614.0
63,0.8481805324554443,0.9136852025985718,22140.0,40242.0,0.3693307638168335,0.8446430563926697,0.6952771544456482,0.8057196140289307,256695.0,91819.0,0.8419485092163086,0.9105632901191711,2349.0,4867.0,0.37752842903137207,0.8394966125488281,0.6772760152816772,0.8130223751068115,28226.0,10214.0
64,0.8489131331443787,0.913872480392456,22024.0,40057.0,0.3688705563545227,0.8451417088508606,0.6965194940567017,0.80673748254776,256880.0,91935.0,0.8495706915855408,0.9105414748191833,2548.0,4320.0,0.3640233874320984,0.839061975479126,0.6986396908760071,0.7971822023391724,28773.0,10015.0
65,0.8494144678115845,0.914289116859436,22003.0,39872.0,0.36805322766304016,0.8456565141677856,0.6975452899932861,0.8069217801094055,257065.0,91956.0,0.862318217754364,0.9107792377471924,3039.0,3247.0,0.3363197147846222,0.8405040502548218,0.7457520961761475,0.7580991983413696,29846.0,9524.0
66,0.849280595779419,0.9144736528396606,22048.0,39882.0,0.3677103519439697,0.8460449576377869,0.6973890662193298,0.8065268993377686,257055.0,91911.0,0.8196074962615967,0.9096254706382751,1969.0,6267.0,0.41549238562583923,0.836933970451355,0.6283138394355774,0.843269944190979,26826.0,10594.0
67,0.8492392301559448,0.9138763546943665,21983.0,39964.0,0.3688284754753113,0.8454145193099976,0.6971047520637512,0.807097315788269,256973.0,91976.0,0.7892719507217407,0.9062177538871765,1651.0,7970.0,0.4700690805912018,0.8299722075462341,0.5779048800468445,0.8685823678970337,25123.0,10912.0
68,0.8492100238800049,0.9141693115234375,22111.0,39848.0,0.36831051111221313,0.8455491065979004,0.6974243521690369,0.8059740662574768,257089.0,91848.0,0.8454967737197876,0.9104163646697998,2446.0,4608.0,0.3668852746486664,0.8401929140090942,0.6870627999305725,0.805301308631897,28485.0,10117.0
69,0.8497697710990906,0.9145891070365906,22035.0,39694.0,0.3674870431423187,0.8460560441017151,0.6984151005744934,0.8066409826278687,257243.0,91924.0,0.8501620888710022,0.9112052917480469,2587.0,4254.0,0.35735365748405457,0.8411308526992798,0.7010540962219238,0.7940778732299805,28839.0,9976.0
70,0.8493754863739014,0.9145240187644958,22007.0,39884.0,0.367531418800354,0.8462930917739868,0.6974726319313049,0.8068866729736328,257053.0,91952.0,0.8333187103271484,0.9110426306724548,2097.0,5513.0,0.3942161798477173,0.8396826982498169,0.6549846529960632,0.8330812454223633,27580.0,10466.0
71,0.849436342716217,0.9144877791404724,21889.0,39977.0,0.36753377318382263,0.8462597727775574,0.6972517371177673,0.8079221248626709,256960.0,92070.0,0.8527904152870178,0.9083493947982788,2772.0,3949.0,0.35625311732292175,0.8366626501083374,0.7125909924507141,0.779352068901062,29144.0,9791.0
72,0.8499742150306702,0.9146780967712402,21961.0,39684.0,0.36719629168510437,0.8463959693908691,0.6986376047134399,0.8072903156280518,257253.0,91998.0,0.8345453143119812,0.9117615222930908,2173.0,5381.0,0.38836464285850525,0.8416299819946289,0.6588041186332703,0.8270317316055298,27712.0,10390.0
73,0.849864661693573,0.9146142601966858,21962.0,39728.0,0.3673499524593353,0.8462842702865601,0.6984019875526428,0.8072815537452698,257209.0,91997.0,0.8511039018630981,0.9111503958702087,2629.0,4169.0,0.35710370540618896,0.8410450220108032,0.7043891549110413,0.7907347083091736,28924.0,9934.0
74,0.8498111367225647,0.9149267077445984,21934.0,39778.0,0.3667052388191223,0.8468946218490601,0.6982011198997498,0.8075272440910339,257159.0,92025.0,0.8460662364959717,0.9117375612258911,2458.0,4570.0,0.3669818639755249,0.8426694273948669,0.6885860562324524,0.8043460845947266,28523.0,10105.0
75,0.8496018648147583,0.9148769378662109,21929.0,39869.0,0.3667648732662201,0.8470427393913269,0.6977308392524719,0.8075711727142334,257068.0,92030.0,0.8326616287231445,0.9106932282447815,2213.0,5427.0,0.38806527853012085,0.8384867906570435,0.6560182571411133,0.8238478302955627,27666.0,10350.0
76,0.8478665947914124,0.9136464595794678,21956.0,40555.0,0.36944517493247986,0.8443930149078369,0.6940584778785706,0.8073342442512512,256382.0,92003.0,0.8369765281677246,0.9092274904251099,2300.0,5143.0,0.383775919675827,0.836425244808197,0.6661690473556519,0.8169227242469788,27950.0,10263.0
77,0.8492416739463806,0.9146627187728882,21883.0,40063.0,0.36725667119026184,0.8464503884315491,0.6968116760253906,0.8079748153686523,256874.0,92076.0,0.8586603999137878,0.9117310047149658,2821.0,3632.0,0.34304457902908325,0.841477632522583,0.728428304195404,0.7754517197608948,29461.0,9742.0
78,0.8494095802307129,0.9146446585655212,21920.0,39957.0,0.36734071373939514,0.8464841842651367,0.6972863078117371,0.8076501488685608,256980.0,92039.0,0.8477527499198914,0.9115144610404968,2485.0,4466.0,0.36529284715652466,0.8427178859710693,0.6929317712783813,0.8021969199180603,28627.0,10078.0
79,0.8502175807952881,0.9151595830917358,21887.0,39658.0,0.36622345447540283,0.8472697138786316,0.6989448070526123,0.8079397082328796,257279.0,92072.0,0.8218854069709778,0.9099121689796448,2027.0,6105.0,0.40888816118240356,0.8386352062225342,0.6331350207328796,0.8386532068252563,26988.0,10536.0
80,0.8501421213150024,0.9150680303573608,21938.0,39638.0,0.3664984107017517,0.8467831611633301,0.6989343762397766,0.807492196559906,257299.0,92021.0,0.850862979888916,0.9109047651290894,2619.0,4190.0,0.3578684329986572,0.840699315071106,0.703551709651947,0.7915306687355042,28903.0,9944.0
81,0.849351167678833,0.9145052433013916,21946.0,39955.0,0.3676161468029022,0.8464853763580322,0.6972371935844421,0.8074219822883606,256982.0,92013.0,0.8217759132385254,0.9113537669181824,1973.0,6164.0,0.41247060894966125,0.8402320146560669,0.6320878863334656,0.8429515361785889,26929.0,10590.0
82,0.849436342716217,0.9151273965835571,21905.0,39961.0,0.3663467764854431,0.8468955755233765,0.6972995400428772,0.8077817559242249,256976.0,92054.0,0.859996497631073,0.9113591313362122,2982.0,3410.0,0.33902719616889954,0.8420066833496094,0.7375105619430542,0.7626363039016724,29683.0,9581.0
83,0.8503854870796204,0.9152215123176575,21947.0,39529.0,0.36617329716682434,0.8471789956092834,0.6994929313659668,0.8074132204055786,257408.0,92012.0,0.8378526568412781,0.9074743390083313,2392.0,5011.0,0.38401415944099426,0.8354505896568298,0.6699380874633789,0.8095996379852295,28082.0,10171.0
84,0.8504195809364319,0.9156793355941772,21859.0,39603.0,0.36531907320022583,0.8477022647857666,0.6993007063865662,0.8081853985786438,257334.0,92100.0,0.8415104150772095,0.9108961224555969,2284.0,4952.0,0.3756224513053894,0.8405847549438477,0.6748735904693604,0.8181962966918945,28141.0,10279.0
85,0.8498452305793762,0.9152829647064209,21946.0,39752.0,0.36601102352142334,0.8472792506217957,0.6983113884925842,0.8074219822883606,257185.0,92013.0,0.856119692325592,0.9115538597106934,2759.0,3810.0,0.3462601602077484,0.842540979385376,0.7201410531997681,0.7803868651390076,29283.0,9804.0
86,0.8497064709663391,0.9150500893592834,22001.0,39754.0,0.3663911819458008,0.8470247387886047,0.6981748342514038,0.8069393634796143,257183.0,91958.0,0.8508191704750061,0.9110433459281921,2607.0,4204.0,0.35879644751548767,0.8412707448005676,0.7031073570251465,0.7924858927726746,28889.0,9956.0
87,0.849750280380249,0.9153309464454651,21831.0,39906.0,0.3659397065639496,0.8475880026817322,0.6977596879005432,0.808431088924408,257031.0,92128.0,0.8438759446144104,0.9093890190124512,2492.0,4636.0,0.3719826638698578,0.8379764556884766,0.6847759485244751,0.8016397356987,28457.0,10071.0
88,0.8502175807952881,0.9151661992073059,21937.0,39608.0,0.3663468062877655,0.8470975756645203,0.6990959644317627,0.807500958442688,257329.0,92022.0,0.858485221862793,0.9032251238822937,3318.0,3143.0,0.3440762162208557,0.8312700986862183,0.7462867498397827,0.7358911037445068,29950.0,9245.0
89,0.848767101764679,0.9146790504455566,21668.0,40473.0,0.36732402443885803,0.8467484712600708,0.6951507925987244,0.809861421585083,256464.0,92291.0,0.8414666056632996,0.9099766612052917,2373.0,4865.0,0.37407365441322327,0.840105414390564,0.6768515706062317,0.8111119866371155,28228.0,10190.0
90,0.8503392338752747,0.915580689907074,21758.0,39737.0,0.36543360352516174,0.8479056358337402,0.6988206505775452,0.8090716600418091,257200.0,92201.0,0.8424084186553955,0.910973310470581,2368.0,4827.0,0.37277457118034363,0.8414753079414368,0.6786713004112244,0.8115099668502808,28266.0,10195.0
91,0.8504560589790344,0.9155170321464539,21803.0,39644.0,0.365462988615036,0.8480015397071838,0.6992109417915344,0.8086767792701721,257293.0,92156.0,0.85147625207901,0.912274956703186,2575.0,4206.0,0.3574587106704712,0.8438878059387207,0.7036775946617126,0.7950330376625061,28887.0,9988.0
